Rank,Principal,Points,Cloth,Wood,Glass,Metal,Circuit,Dfinity
103,ta4zb-m3ejt-zfymm-xapep-2qdxh-kbuf7-nae6i-s4swi-yj7iy-wcpdy-tae,17,13,0,0,0,0,0
103,rhezv-wzfbe-jdyty-dazuz-uk7xh-p2inm-vxevb-sgvwj-p2g5t-mdx2d-2ae,17,11,0,0,0,0,0
103,wagdl-r7aij-avnh4-keoca-jp3bh-5h6i3-3nasl-uo2b4-lclch-bvngd-pae,17,15,0,0,0,0,0
103,uyrip-p5fus-2zv37-qqiip-jrbtt-rfrkd-jmjsi-agqlv-oimot-dizmz-2ae,17,10,0,0,0,0,0
104,3gd6y-qi7mk-r6etu-4i7nh-x2b4a-3s5cg-gciaf-dwixu-wvt73-easrk-lae,16,5,0,0,0,0,0
104,z6cky-tprgj-mfq57-ahgek-twgfa-txxrl-xoznr-ejcfr-c4pbv-brejd-sqe,16,5,0,0,0,0,0
105,boh5j-ygviq-rlvvb-c7pyn-uyxgq-q4imk-xublc-emrpm-yivo7-v6cu3-kae,15,11,0,0,0,0,0
105,tmmxw-cht2l-r4exj-4sxco-irscy-kfhpf-za5ly-ufqaa-zn6ol-icfpb-7ae,15,8,0,0,0,0,0
105,xstev-ccpxp-3fezt-s56yf-jqhbj-fcvuu-lqehc-ardko-dg5b3-qj463-3ae,15,6,0,0,0,0,0
105,c33j6-jbjef-r7b55-okmag-lbhmh-bhl4o-bvblq-qn7zf-5uyoe-64dbf-lae,15,8,0,0,0,0,0
105,w7mod-bt4vp-gjmc6-xm26w-xvzer-yeeza-og3dm-72tzh-s3t6x-sihyy-mae,15,6,0,0,0,0,0
105,aep4k-jsnga-23l5z-pyxi2-nd2lg-bsmwu-ube3i-m2jxh-giuqp-zqk7t-kqe,15,9,0,0,0,0,0
105,g7zdv-ptn4z-k3r7d-6mgth-j72tx-sdgw5-rqi5p-atsvq-igal2-qgx6e-mae,15,10,0,0,0,0,0
105,x3tul-epdew-liiuk-k2xwt-evxna-q6lqx-aru26-a455e-5fit2-lhq7d-4qe,15,11,0,0,0,0,0
105,hlk3p-umc2q-g5cdb-z6fcg-tema6-wyfth-fjezt-6p2lw-r7amn-dll4p-4ae,15,10,0,0,0,0,0
105,qmjbq-2ngcu-islts-qbot7-l2d4u-thinu-o57ar-2njwf-nntvq-xpg4l-mae,15,7,0,0,0,0,0
105,m6rbs-xjrzt-hgxu5-z6jvv-3lm3b-qhtv4-hwsfe-n47lp-ou5ca-jbxl3-nqe,15,4,0,0,0,0,0
105,xwflr-d2t4w-mjwws-tdaoo-bpirk-f5vzu-vdqjv-m2tje-ebf3e-xyxtz-gae,15,14,0,0,0,0,0
105,iwzvl-l4z47-zb2zy-ovff5-2s64q-nnz7e-dpqdz-z6mnf-6h4ne-rstos-wae,15,10,0,0,0,0,0
105,nsufn-p66ae-l7k5b-fpcy7-6vj4u-kkfow-2m5jk-tlaxp-43aom-ponq2-oae,15,4,0,0,0,0,0
106,54g7a-qcg6w-z24uy-dq624-vvqoe-vgqmh-45di2-r62pd-cvora-pr5ht-4qe,14,10,0,0,0,0,0
106,bozoy-ia3jn-2k63v-ajeet-ayh7v-rcgah-rj5la-fyrux-7ideu-c47qu-mae,14,10,0,0,0,0,0
106,eaz2o-ktkuf-wodal-lrds3-m5rz6-ul7ot-cvug3-qp5qe-ofu3a-qf2jo-uqe,14,10,0,0,0,0,0
106,nnavc-ap2dg-7tn5n-77qcr-inet4-6lxxr-y5mhm-bkxhf-bgopb-cyqwj-bqe,14,7,0,0,0,0,0
106,4sunh-yzjfw-z5fdt-xiba7-ukrei-gghzn-kedsk-caqm5-zaner-5zlxy-3qe,14,8,0,0,0,0,0
107,5ettu-zc7fd-3m72i-sydsn-youln-76q62-ucglz-c4evr-c6g3g-5rt5u-dae,13,8,0,0,0,0,0
107,ehfnx-4wn27-z7kvj-jzw7n-r6klw-272em-7dxia-chd35-xry5n-4rs7o-eae,13,9,0,0,0,0,0
107,yhthl-bt4jh-zhjen-cuxml-jnmpn-fklev-3twef-3pf2t-6n2qm-yyzjt-bae,13,8,0,0,0,0,0
107,cjlf2-hxkzi-tkrn3-hq7mv-seq6q-hyn3u-xohcs-z7jmo-4jrkm-zcb6e-hqe,13,7,0,0,0,0,0
107,w2mpu-npu5l-gv4us-q5ida-djsgh-cl5hu-4f6h6-nf2ob-vpuzg-5k6nj-pae,13,7,0,0,0,0,0
108,tya57-fauj5-375rq-ps6bq-eezb4-vnbbc-ebwu5-lj7xx-35f6n-vb3ql-mqe,12,8,0,0,0,0,0
108,jhoih-nhjwc-aypvn-fkvus-6c7n7-mel4z-l6lqo-ux747-c27xd-ncwvu-jqe,12,11,0,0,0,0,0
108,ickzx-gsltp-4qpdb-7canl-h3xt6-z3cly-s6523-ybdgv-iqrxb-2pslp-oae,12,8,0,0,0,0,0
108,bmlff-klzix-kux6m-75zmi-wcb73-sjibm-fwxwu-knpvf-ps6ye-xzul3-xqe,12,5,0,0,0,0,0
108,awmdx-onrpv-kzwjt-jggtq-t3idz-sbrq2-72c6r-7ajlg-5txoj-4ifwe-dqe,12,2,0,0,0,0,0
108,ucnx3-hmwwy-uox6c-id7bf-yc6g2-wvfhp-klwzr-vaywo-krt2q-63xzc-uae,12,5,0,0,0,0,0
108,5zoil-w46tm-xkryh-omefu-6pqnd-yjaiu-3uspk-zns6j-o5qxz-5rcqc-hae,12,5,0,0,0,0,0
108,kiuyw-d2nzp-uipfv-fzflo-7fqnu-m5tym-v7hbi-foa5o-snklg-phjca-7qe,12,5,0,0,0,0,0
108,wuvw7-lygpb-62rww-y3n2s-x46vu-66vrr-4vkpn-b3bus-a3kr5-btzkc-xae,12,9,0,0,0,0,0
109,aixz3-gqrmf-3pgtt-dg6tp-ourpc-7vmlj-jia7t-qvxqv-bwpmv-mug5u-zqe,11,4,0,0,0,0,0
110,3sxwz-7egs7-f37vt-l6tli-qq75a-f2mrm-75a3h-o62d7-egv3w-eljne-fqe,10,3,0,0,0,0,0
110,6j52j-dwqfn-4wri7-7yihz-zxzak-idtql-mmqge-n3h23-57hn2-ljesq-aae,10,4,0,0,0,0,0
110,6n4lx-d7lqr-6tzrk-26pnt-otfoe-5rqmu-mzpyh-bhfpt-mubi5-s2h6t-mae,10,8,0,0,0,0,0
111,vep4g-pgnc2-vqic6-grvel-5s2nk-lyknn-ydjht-aoj7x-jwfzs-u4gkz-pae,9,3,0,0,0,0,0
111,cokbe-ekjmd-c4geh-lb266-apxkq-maxe3-c3nsn-qxbaq-ub5lf-iaf5y-lqe,9,5,0,0,0,0,0
112,23mfm-ttohk-yvopg-aedex-xbtis-k7sbc-dg3mq-3lesm-hnsxd-hv6ji-rqe,8,2,0,0,0,0,0
112,v2x6g-3ugf3-vyl5x-gs6ir-u3z7p-khywx-qdugj-qwmx3-zgpuu-gns2y-uqe,8,4,0,0,0,0,0
112,5aonu-fkwfs-6ot2o-pj26p-vrqzh-hrapc-e4apv-zxhjy-sqpas-wfevq-vqe,8,8,0,0,0,0,0
112,wt43i-2zz4e-fuk2a-vy2mp-vzgug-njwxh-a36su-3u43t-gvpu2-t5wqe-rqe,8,2,0,0,0,0,0
113,4srlu-s654x-tfeym-vliug-sbuuh-e72ii-xgjqg-3vplb-65bsl-4dect-5ae,7,6,0,0,0,0,0
114,yuqfd-cfbzp-a372t-ocign-qv7o5-2qgba-6ghjj-5hvtf-usb7l-z3ybk-pae,6,3,0,0,0,0,0
115,t5bir-qdzqm-mzvsd-5ql42-e5v3e-adg3r-fdog7-fgm3t-kkrql-albff-aqe,5,2,0,0,0,0,0
115,fgunj-make6-7p7ot-h54hm-eikzq-o4xhd-7efrd-wxlwz-li4lc-hcskg-hqe,5,2,0,0,0,0,0
115,fmbnv-cg7mh-6rvok-5lepb-pprbj-h7ibg-pg54t-disys-dmd2g-lxmuq-6qe,5,4,0,0,0,0,0
115,tetgr-gbsy6-6hauq-s64fd-4qbcs-tkzqq-gmn26-3u5am-6bmn5-g2wi4-xqe,5,0,0,0,0,0,0
115,lqhjo-wgviw-d3i5k-aptj5-cffsd-uxt3x-qhtdb-vjacw-htpn3-jvftb-vqe,5,3,0,0,0,0,0
115,faegv-6aqhz-da23y-wlvcg-fsiff-yyi3t-dwipk-i2fms-xgool-7jkwq-oqe,5,2,0,0,0,0,0
115,5k5s6-bgeul-fzx5p-6ytni-jjouc-ihurx-fd4bv-uusyg-maf2k-dy5e5-iqe,5,4,0,0,0,0,0
115,ebjbv-bdndg-cfekv-nlfd5-ra4dj-iql55-osuqr-yjf2o-ajq56-hsqyt-bae,5,4,0,0,0,0,0
115,kp22d-bhayu-5j7nq-cfsab-i6zeg-cf3rn-coefo-gr2z7-ykfn2-kgxwi-hqe,5,0,0,0,0,0,0
115,27imn-ra2cr-qolx3-khwf2-7iegp-jm5yk-vuxe4-rwmdu-tyed4-caqep-oae,5,2,0,0,0,0,0
115,o2med-5b7fh-lk6nm-kv56i-cd2kh-udv4n-enxzq-ccbfy-vvcpu-33eka-dqe,5,6,0,0,0,0,0
115,ydttn-ddrwf-3wa7x-cslc3-i6e7m-q2jrx-d2red-eyecq-7dq7m-ebkgn-fae,5,4,0,0,0,0,0
115,65bpz-dcooy-lfnbh-zmuyn-m5eds-4upwi-7iapi-7ntmv-6sdi7-wu6ik-dae,5,1,0,0,0,0,0
115,vimt2-xhl73-ikt5m-5vrdu-cilpd-vlwtz-zmhpa-dp6x4-o3xqm-hyjwb-2qe,5,0,0,0,0,0,0
115,rvhs2-7bz74-pgisj-nli7e-4qifu-oxq2l-2n5x4-neyof-g7vyq-qbxjl-5qe,5,3,0,0,0,0,0
115,54eot-au4mu-xe5wp-h2miz-k6jjs-5pbpr-7syma-oulqu-3yuu2-ci43v-qqe,5,5,0,0,0,0,0
115,imszf-yw4dc-fkcsj-mssax-c7tqs-5byhs-cogzw-3ph4b-mc5lh-orq72-eae,5,5,0,0,0,0,0
115,qzbdz-mtxb4-orry7-pvi45-w3e47-sclbg-xqr6z-zld6i-ertsb-xth33-eqe,5,0,0,0,0,0,0
115,cefkm-cts67-cendn-mipz6-gfidx-gxtdy-xgqt2-gckh5-p7tw6-bqabf-mqe,5,3,0,0,0,0,0
115,kehsw-crh7i-h7v23-4qeby-xsw7x-syulp-mhmrf-agdkk-qxor5-dyqqj-gae,5,3,0,0,0,0,0
115,bzdy6-zxnbs-fphd2-ywvph-hlqwl-b7pi6-c2pdh-l2ye5-4tipj-xq7dk-jqe,5,1,0,0,0,0,0
115,6a2su-xrw6n-2cw77-2mnv4-mmqod-4xhjl-vjbo7-e6e27-jdcnv-yiqg4-4qe,5,5,0,0,0,0,0
115,v2p2k-ai2wn-jhvvg-ypnh3-e4lry-5v7tk-clmpt-jadcc-7b657-m2e4b-yae,5,3,0,0,0,0,0
115,tlzbu-2psux-mbr3n-s2quc-26qoc-me2uy-pdy2z-qtw5z-xitbe-ocvoz-vqe,5,3,0,0,0,0,0
115,u3loh-foc5j-kygdy-ngpv6-ifsup-wlgvf-5lazy-hchzz-h3z4w-2ss7u-7ae,5,3,0,0,0,0,0
115,2ge72-dlvtp-4ie3x-ic2ju-7oe4v-6pzuj-foeop-xdtuv-3hyfo-beqpq-7ae,5,1,0,0,0,0,0
115,546dd-pnm67-x3ljm-bshan-7yq7e-czitx-buymn-s2w4g-ocemz-5i4jq-xqe,5,3,0,0,0,0,0
115,sarfp-y2id5-s2kqj-dgkrz-tk7ft-fpvhy-drpzc-bq7t3-sbqp7-txxlv-iqe,5,2,0,0,0,0,0
115,34vzx-c7ekl-qr3tq-5ninz-hu6jn-7gkml-46kxg-nxac4-eadzh-jp42s-nae,5,1,0,0,0,0,0
115,p7pdq-gybbs-fstvn-ccxna-46eoi-b3g7e-sljzb-r5lqi-5pckj-sw2da-fae,5,2,0,0,0,0,0
115,z3hzg-f6hap-hhtiz-uytc5-trioj-vpnkb-otrxa-hjmuh-d4a7k-qp736-sae,5,1,0,0,0,0,0
115,znzuf-vyhlu-5pcss-uvmdj-we7oq-gni5i-cnmlv-jm7w2-rbwy2-mqaqj-wae,5,3,0,0,0,0,0
116,thlnc-agwop-l2tte-p2lb2-ptg2k-wubou-6ioli-yuj67-tuaj6-t4jgz-oqe,3,0,0,0,0,0,0
116,dgjmx-ihvzg-tl3h5-vltjs-qe3qg-vc6pv-otals-5pjei-kvsaf-6g6oz-wae,3,1,0,0,0,0,0
116,vbldz-geaqn-ts7y7-qs7ly-oodru-7xsks-d6os5-dh4gg-55rnh-lnerq-tae,3,0,0,0,0,0,0
116,toibi-oens6-6shvv-2jxbd-zjy7d-pgzcu-anpn4-wbnrk-cmfrp-qjtnn-2ae,3,1,0,0,0,0,0
116,gyjfx-oaxaa-yja3c-76xfi-mkqbq-booli-4yvms-rfpoj-i7nfu-thtud-aqe,3,3,0,0,0,0,0
116,mzm3g-natdl-p7nzb-gluhy-w7je5-i5rz4-cgkgk-bg7i2-z2kum-4mzny-uae,3,2,0,0,0,0,0
116,q2s6w-descs-6cur2-ryoxs-5kjfy-73m7v-jy3mg-p25gu-lejci-ndz2a-qae,3,3,0,0,0,0,0
116,7zwud-xdggg-ix2ri-nzhzz-4zc4a-nfzen-isskl-hgpyj-nf46o-wfqnc-uqe,3,2,0,0,0,0,0
116,kwznk-aus3b-qwugi-iu4cm-4yziu-ravts-ofr6q-2fc4r-vdpm3-6uo7k-6ae,3,3,0,0,0,0,0
116,xbq62-aw6xu-kb4bj-bwwfu-f5ghw-jkxd5-mmbjb-hud4l-xw24o-i7ept-kqe,3,3,0,0,0,0,0
116,t7lfn-iu3jt-cumz6-4eg2w-v7k5v-on6x6-4q54y-kdwwd-esoxq-3riqe-bae,3,2,0,0,0,0,0
116,7p4f2-mwdsf-i4lyo-i7fkd-grfb2-nosfi-nh4gn-fuwkb-a5gdh-jh5y7-hqe,3,2,0,0,0,0,0
116,fv2uz-4x6jz-jfuys-esl75-y2dvn-ve3j2-ejoub-jby5k-lehmw-gtepz-mae,3,1,0,0,0,0,0
116,7hryw-rxn2t-tt4wh-aobtt-h7g7s-v4qod-sasiw-xzm2k-umoxs-lbmpr-lqe,3,2,0,0,0,0,0
116,hr3wu-fryxn-xurwd-4z3vd-ualu5-rq3hg-gstwt-3jf6b-mlg5d-fellt-jqe,3,2,0,0,0,0,0
116,7mhab-dvemh-ehfne-qeufv-26iog-4ac6o-oyyue-enzsc-y6k23-fgjvd-qqe,3,1,0,0,0,0,0
116,vufag-lubwp-biqes-54s2c-z6eu6-2xsjr-6pdbg-y2j4m-4xo45-ajrwc-xae,3,0,0,0,0,0,0
116,pvgyx-3uvqv-ljrse-dd3de-wsbry-cuhui-3lgvn-a6lv2-bghvn-2dmc6-4ae,3,2,0,0,0,0,0
116,llahy-hx7nf-75pr2-vl2h7-z5uzz-uz6zr-2zclj-uckmu-nlkws-24oft-aqe,3,3,0,0,0,0,0
116,4bqww-un3ev-nr7zy-soqhh-mu6jj-5ps2q-mqhqw-d7bhe-o3s2a-z3ykr-7ae,3,1,0,0,0,0,0
116,xud52-4jn4o-765fa-h57eh-norrj-x2txu-rnvtk-ehkkf-oxrdf-bnqgt-5qe,3,1,0,0,0,0,0
116,3c5x5-4pzfw-dqwdi-ibcez-beb7n-kxvul-m3leu-ponsv-5jjl4-p6azq-iae,3,2,0,0,0,0,0
116,pwxc7-kl3zm-druen-3i3kk-b2ll2-uvvim-dkrw5-7vdp2-jmpy6-bntlp-fae,3,2,0,0,0,0,0
116,2tcbd-6iz6s-fu3rz-qbcrt-vheuv-nymyx-ibnik-psmw3-3ukrp-fd2ps-uqe,3,3,0,0,0,0,0
116,2ahba-dk55t-a24kl-6r7bb-l7bzs-4d5gv-w5qqs-cs4us-yrzgt-nkknz-rae,3,1,0,0,0,0,0
116,ajzli-tp2be-62sj5-47kcl-sozzm-yi7wl-otlem-aecez-7bd2a-gizwi-xqe,3,2,0,0,0,0,0
116,4bdfr-lpui7-zxz2w-uancp-gqr77-3cpyu-ghn5n-gyb7h-joujz-lhuth-cqe,3,3,0,0,0,0,0
116,godyc-3jyv2-mugci-hhzot-kgn5d-xwor5-gvgln-rm7zb-k2fye-pnqlv-sae,3,2,0,0,0,0,0
116,w7cqr-y6fvm-4na4p-mghsk-w73fv-7trjg-xvimb-c4orp-bgybu-k6sx7-sqe,3,0,0,0,0,0,0
116,ocbwy-szdym-qbkuz-jmwom-k7rjo-3d4dt-cfimb-j7seg-boq2d-pwg64-bqe,3,3,0,0,0,0,0
116,rk2r3-o5ruk-lrkrh-ombaa-sf3p6-j5rqi-qqst4-2rfav-xm5ct-pkg7c-2ae,3,2,0,0,0,0,0
116,7rzyq-d4jra-a7lyy-xkpix-p7ufb-76byg-cbiwt-xgzxd-bpwap-ueidb-iae,3,0,0,0,0,0,0
116,eojhx-l6uub-chz5u-u5bij-xt554-nh6p6-iff3p-mvfm7-xf2rm-m6ff3-6qe,3,2,0,0,0,0,0
116,7btpm-75rr7-s735u-cwrat-bywh3-tgkbv-f7pnu-t6n6x-u6twe-suy7o-2qe,3,1,0,0,0,0,0
116,jhfdb-7ymwx-uscuc-oyofx-7onrj-zodzn-na2q7-rzfov-tscdx-nhobg-4qe,3,3,0,0,0,0,0
117,qzrxh-ctnti-behkg-z3l7b-pl6wv-yxz2s-q7n5t-d76o3-o33o2-l4v5j-nqe,2,1,0,0,0,0,0
117,ria7x-dpine-vzcle-aghdh-pqw2y-7yubs-psbwy-rcpye-mwc7p-kkwiw-dqe,2,0,0,0,0,0,0
117,dtgzz-v6gba-2s2tz-ga5wg-7l3rb-ckd6m-fqnww-fvneb-wrwt7-7qzcn-5qe,2,0,0,0,0,0,0
118,j2n4i-ad64a-5bcbn-v3wjb-zbbbs-dwd64-i4l3v-gotzx-tsgsm-3vwh5-eqe,0,0,0,0,0,0,0
118,37tqy-abmpo-7rzxe-chusl-xpjsz-6yslf-i5257-bhdfc-aknlt-ccxti-lae,0,0,0,0,0,0,0
118,2d2ky-ad6r4-zrg3a-5kelw-nlzx5-xujkz-par2o-aj6bq-ededb-hsrzw-fqe,0,0,0,0,0,0,0
118,cwwbe-ac7jr-fll5d-rgxos-3tmju-xxrl5-ozn4m-ap5pn-q36tk-kph3e-eae,0,0,0,0,0,0,0
118,rdofy-agm3r-njlnh-ivpcq-wozm5-pfriv-gen7n-4dgxj-f67i7-6grqf-aae,0,1,0,0,0,0,0
118,pqkyk-ah6ic-eo7yn-qasgj-5qooh-znyep-pojnp-guwdr-ygim6-6jxw2-vae,0,0,0,0,0,0,0
118,tec4s-ahz5t-36png-hzm3n-ykk2b-22frp-imnjj-533ks-b2nyd-z3ia4-oae,0,1,0,0,0,0,0
118,2ugbc-aha7c-yd7ym-xxpww-dtzla-bumtd-sfazo-z7wff-evdje-uzmps-kae,0,2,0,0,0,0,0
118,v4yfk-afdrt-pfoo3-ic6nf-3ndw3-4hwt6-7lqsx-m7qjo-rcyrh-faam2-3ae,0,0,0,0,0,0,0
118,wvrtk-abaye-twkvb-odggc-l7nqb-x4xx4-ix3lm-ck2yd-aika5-7gw6f-oqe,0,0,0,0,0,0,0
118,jrqfs-ac3ye-ppnn5-3qs5i-ubqjq-iwmm2-6rzbr-6pma3-tf3g3-kjpu6-qae,0,1,0,0,0,0,0
118,jjcb2-ag2pk-gaaz6-ly43x-xzxul-3xuv5-h76g7-ak4r3-uyvc4-uykqo-kae,0,0,0,0,0,0,0
118,t4b6o-abmjz-r47f4-bfaqr-pa276-3t6s6-xcod5-rehmf-34lf7-bi6ep-wae,0,0,0,0,0,0,0
118,zu2aw-afx3c-3fjrb-734yy-v6crb-jobww-epeow-usnmr-y3ehc-m2fwv-eae,0,0,0,0,0,0,0
118,z6b6w-act7a-vpodz-srxdw-b2pxe-szlt6-irh4e-j372a-tmyvk-zb5em-dae,0,0,0,0,0,0,0
118,krhq6-acb3d-kn3el-wxeyt-gdxgg-6moez-auxds-clsev-vkzc7-ihz3a-yqe,0,0,0,0,0,0,0
118,ynjw6-ahbu6-zlucg-vjvlk-plnmu-kwqgp-qnifj-pjm4y-mdo2y-g67yc-mqe,0,0,0,0,0,0,0
118,h4q5g-ahwhx-i3amw-vsvxt-aodze-ho4op-edrb6-3kxsz-e6bqz-4bdq7-lae,0,0,0,0,0,0,0
118,4vazw-ad47k-jbayq-5wzgr-lcpbe-klxv4-izo26-5gdb6-3sika-nhohm-5qe,0,0,0,0,0,0,0
118,56txw-af35q-ww6zn-7kvee-x6pii-vo5de-sejus-33zic-gftqh-wf2ad-dqe,0,0,0,0,0,0,0
118,ax4ab-ag3z7-rfv7h-sfdwe-gbdjp-ycux2-iisy7-4utfz-buuyy-eeens-hqe,0,2,0,0,0,0,0
118,zbusr-abphm-p67qn-jdmkv-wgsrv-ruog4-qezpb-fh7hi-e2x7r-6bvot-2ae,0,0,0,0,0,0,0
118,fi7nb-abi5p-hsjh4-vybs3-mc45x-kzkx4-nwfvf-62nc5-oergm-lv352-kqe,0,1,0,0,0,0,0
118,7yhij-adrtf-jkoa5-e3jcr-wpymm-u44yi-qepjh-upr7d-wv75y-xbesx-7qe,0,1,0,0,0,0,0
118,wmq2j-agcrm-ockvj-jgqmr-zgj63-pt3be-ds2hu-2apur-ukngc-jtmpx-6qe,0,0,0,0,0,0,0
118,xghkj-adgfz-z4kjg-gsjyq-tm74n-uaeir-4se74-mlh5o-dgkby-2xvmo-xqe,0,0,0,0,0,0,0
118,mvn4j-ae5nf-np2pt-ztnlu-4i5eh-7c3vz-gvuxl-upczf-upkxv-7h7he-jqe,0,0,0,0,0,0,0
118,h7koj-ahldt-3niof-ne7gf-h3rsf-bidt4-535fa-tbeh6-xgrzr-mcwvz-pqe,0,1,0,0,0,0,0
118,g4lxj-aa7fl-qv7p2-yfa57-7ppgi-ywz5p-kzqvb-oxmwz-hnl3f-i5n2v-hqe,0,0,0,0,0,0,0
118,tdexz-aax56-mfjwk-4d6hu-jloo2-g2s7q-crp75-ewqv4-pgtgm-qyli2-uae,0,0,0,0,0,0,0
118,nqhwv-ab4is-54ktd-dwyg2-k4rvc-744pj-nsmwt-orjvf-uygfz-b4ahb-zqe,0,0,0,0,0,0,0
118,fdsed-aamus-a64bg-uqtw7-yek6k-t5pje-4wukz-n5v2m-plmau-szvi2-oqe,0,0,0,0,0,0,0
118,w3dcl-abby4-ffbna-tr2ex-qag5m-hbw7f-2aghe-n72ff-2ass3-ptprg-5qe,0,2,0,0,0,0,0
118,bv4gl-aakmv-z6k4t-phoqv-ikpug-q4qyj-n3qza-d4yqe-qjgo6-sp753-zae,0,1,0,0,0,0,0
118,6gp2t-aeb7e-cllfj-zarb5-wjhcw-akznv-rihi4-2vgo2-rrxtf-rdlw7-uqe,0,0,0,0,0,0,0
118,rl7fl-aa5ko-bwalx-dce62-pz3j5-k4bqu-q4nak-jf6ui-hicqc-h7i3t-5qe,0,0,0,0,0,0,0
118,sanbt-afjd6-5b222-47hho-ykumf-bld7v-wfn5k-x5omj-n343k-vnuvj-cae,0,1,0,0,0,0,0
118,tscep-ah3kj-pp42m-z6yr7-oybqv-464o4-sd4mj-iosmf-ee3gg-ldrfv-fae,0,1,0,0,0,0,0
118,iyrep-acr54-qaahp-a4fyk-u632s-5d4as-fv6w5-cab66-qu6ee-7k4qv-lae,0,1,0,0,0,0,0
118,kwhrx-ah6wv-znujj-eyl22-waad6-vzifu-6yw2t-bnfio-dc545-gqe4l-5qe,0,0,0,0,0,0,0
118,4wt5x-abs7z-ab47m-5l4cz-hzjp4-nngzv-aba7s-zbcxk-t2vxo-2sha3-gqe,0,0,0,0,0,0,0
118,knin7-ags6b-qdxg3-5iyei-lg354-4vwyt-d4foo-ithc4-wgxm6-xjvoz-pae,0,0,0,0,0,0,0
118,izvp7-ag45i-vheil-tjn2d-75dud-l2emr-23xie-zg2tj-7hlvv-fc7kt-pqe,0,0,0,0,0,0,0
118,twuqa-qcmf5-flxeq-nz6ls-ve52u-x46za-c3woo-tkklh-s4our-a5f2t-tqe,0,1,0,0,0,0,0
118,t6vga-qeyxw-awopv-anyzq-rcwcf-my7ge-larqy-bjjvc-mmtx3-vlyx6-4ae,0,0,0,0,0,0,0
118,lml6y-qaduk-657ug-ghh2g-iqrlc-ua4hu-24htx-vrjh5-nn7fb-wx7dt-qae,0,1,0,0,0,0,0
118,f3pey-qd3r3-bbbgp-ezoyz-hpc3o-zuxsb-ad6nu-6up7v-nmdeb-fjebs-lae,0,1,0,0,0,0,0
118,6eina-qd5gz-aqiia-ogof2-7wi5r-zqg6g-bzk2h-cpxxf-5xf35-j3mod-lae,0,0,0,0,0,0,0
118,u3rve-qdqfy-kpsrn-rwvpt-4r55n-lxwmo-we3gh-ttiea-5zgn3-y6ogg-rqe,0,0,0,0,0,0,0
118,itfbu-qdru6-pullv-kebw6-jpkor-v63la-ecz33-3gf5z-vjlqi-abo3z-nqe,0,0,0,0,0,0,0
118,3kdb4-qeauq-mgty5-n26ij-xd7is-b5wja-snlfr-2spjc-24lz7-3gbwe-6ae,0,1,0,0,0,0,0
118,sez4k-qb4dx-fwt2z-krs6p-czhw4-zyblg-xeepz-5vs5q-w63wb-kb3kc-zqe,0,0,0,0,0,0,0
118,7zucs-qecfe-rjnef-ejgnk-cpdfc-ijbks-7iinj-7si77-jyie5-y5m4y-3ae,0,0,0,0,0,0,0
118,q6pos-qd247-zvzxq-wh6ft-tqyui-oqf7d-cleak-5hqez-yp736-eyqby-lae,0,0,0,0,0,0,0
118,b4qbc-qadex-nw3oh-rbg4r-iyem2-x5j4s-vxarf-qfk3t-aicad-luhl7-qqe,0,1,0,0,0,0,0
118,z2qgo-qfx2e-cbw7n-xz4ms-p6tgx-rskrt-pkzj5-tmmbm-nkklv-gmrb6-4ae,0,1,0,0,0,0,0
118,pgq6o-qet2i-cdjwd-x5f5q-rlkhc-eol2c-zpf6t-tr4z4-eherj-l4wif-fae,0,0,0,0,0,0,0
118,fqf4w-qcbba-hukpg-rjvms-cu2m2-aaflg-arbnt-6kwft-ox7wr-zk63y-nae,0,2,0,0,0,0,0
118,7w3yw-qbkpd-7dewx-fi6tp-z7v6l-oxfhy-ovkbw-56lr5-oc5je-wi5vr-hae,0,1,0,0,0,0,0
118,hlnm6-qfi74-qvexh-5bpwx-3wx2h-43xxx-tfx7z-zumlo-t4in4-w4iwy-iqe,0,0,0,0,0,0,0
118,jwsv6-qgwzy-ovdsj-urg36-ihwvz-tbuey-3rce4-ios6i-gum4d-3qisb-oae,0,0,0,0,0,0,0
118,jcsh6-qhsry-hvuf2-ecyts-kkakm-lyihc-dfz5l-oryjy-mckgv-7sohr-rqe,0,2,0,0,0,0,0
118,qw4gb-qgnvu-wivau-nlwmp-w6423-bl4f6-zn7x4-u62nj-kfrr7-7zw55-bqe,0,0,0,0,0,0,0
118,ktfkb-qblpo-m4g3e-3g7rd-ojjyn-yoxxf-ft5rz-gewqr-ggl5h-ufp42-4ae,0,1,0,0,0,0,0
118,ggkmr-qbhb5-lg4dm-uhqve-ofvp2-xfnca-fq4el-hkzfb-y4n3q-f6wya-5ae,0,0,0,0,0,0,0
118,zeyev-qdbcs-jvzkz-qlupp-wa3j7-stzyc-wn33r-2pvwh-hh5z2-ji3dp-uqe,0,0,0,0,0,0,0
118,tqrs5-qbov6-ryvzs-clp32-o3jch-tfhcn-ku4lv-qjwxx-e3wtb-dfre4-bae,0,0,0,0,0,0,0
118,osynf-qbf4n-jp7n4-s3547-fzqwt-uxbuf-nybzs-uivwi-vcrxg-t52mr-vae,0,0,0,0,0,0,0
118,bqjp5-qfvhf-7kiic-wyvgi-564ye-5bssy-sbkko-soq2z-jzijk-5hzld-7ae,0,1,0,0,0,0,0
